T000001 Cream,Bagels,Oranges,Nuts,Soda
T002926 Dish_Soap,Cream,Coffee,Tomatoes,Soda,Beef
T002927 Pasta,Cheese,Ice_Cream,Cookies,Deodorant,Dish_Soap,Tomatoes,Frozen_Vegetables
T002928 Cereal,Milk,Cheese,Dish_Soap,Butter,Beef,Tomatoes
T002929 Butter,Cream,Apples,Tomatoes,Frozen_Vegetables,Trash_Bags
T002930 Bagels,Frozen_Dinners,Nuts
T002931 Chips,Dip,Croissants,Muffins,Frozen_Vegetables,Nuts,Chicken,Dish_Soap,Paper_Towels,Coffee
T002932 Hamburger_Buns,Lettuce,Beef,Oranges,Frozen_Pizza,Tomatoes,Soap
T002933 Soda,Deodorant,Juice,Crackers
T002934 Peanut_Butter,Jelly,Ice_Cream,Tomatoes,Beef,Bread,Tea,Fish
T002935 Tea,Apples,Frozen_Dinners
T002936 Chips,Milk,Lettuce,Chocolate,Toothpaste,Cookies
T002937 Frozen_Dinners,Donuts,Bananas,Soap,Lettuce,Yogurt
T002938 Bread,Soap
T002939 Bananas,Cereal,Juice,Paper_Towels,Milk,Fish,Frozen_Vegetables
T002940 Chips,Salsa,Chicken,Milk,Apples,Bananas
T002941 Milk,Bananas,Soap,Tea,Beef,Tomatoes,Frozen_Dinners,Dish_Soap,Apples
T002942 Trash_Bags,Yogurt,Cheese,Bread,Chicken,Deodorant
T002943 Soap,Tomatoes,Cream,Milk,Chips,Frozen_Pizza
T002944 Chips,Oranges,Soda,Detergent
T002945 Croissants,Butter,Ice_Cream,Shampoo
T002946 Fish,Beef,Detergent,Tomatoes,Yogurt,Donuts,Pork
T002947 Dish_Soap,Fish
T002948 Shampoo,Detergent,Trash_Bags
T002949 Detergent,Cookies,Bagels
T002950 Detergent,Water,Juice,Bread
T002951 Trash_Bags,Frozen_Dinners
T002952 Pork,Soda,Yogurt,Soap,Crackers,Deodorant,Bananas
T002953 Ice_Cream,Coffee
T002954 Ice_Cream,Oranges,Shampoo,Frozen_Vegetables,Muffins,Detergent
T002955 Cream,Sugar,Bread,Deodorant,Water
T002956 Fish,Cream
T002957 Crackers,Milk,Toothpaste,Muffins,Nuts,Trash_Bags
T002958 Cookies,Tea,Turkey,Pork
T002959 Apples,Muffins,Frozen_Dinners,Pork,Butter,Cream,Cheese
T002960 Cream,Chocolate,Bananas,Nuts,Juice
T002961 Cheese,Beef,Trash_Bags,Bread,Dish_Soap
T002962 Coffee,Bananas,Deodorant,Shampoo,Water,Apples,Juice
T002963 Milk,Soap
T002964 Chips,Salsa,Tomatoes,Toothpaste,Tea
T002965 Chicken,Bread
T002966 Cheese,Croissants,Cream,Frozen_Vegetables,Tea,Frozen_Pizza
T002967 Bananas,Cereal,Yogurt,Cheese
T002968 Milk,Soda,Lettuce,Juice,Chocolate,Bread,Bagels,Chips
T002969 Coffee,Trash_Bags
T002970 Toothpaste,Tea,Crackers,Cookies,Frozen_Vegetables
T002971 Butter,Bread,Cheese,Bananas,Cookies,Deodorant,Juice
T002972 Tomatoes,Lettuce,Beef,Soda,Coffee,Ice_Cream,Turkey,Yogurt,Cookies
T002973 Lettuce,Tomatoes,Hamburger_Buns,Frozen_Vegetables,Trash_Bags,Dish_Soap,Donuts,Soda,Nuts,Ice_Cream
T002974 Milk,Butter,Donuts,Yogurt,Bread
T002975 Detergent,Pork,Crackers
T002976 Shampoo,Cheese,Croissants,Crackers,Cream
T002977 Tea,Milk,Juice,Beef,Bread,Water,Croissants
T002978 Toothpaste,Dish_Soap,Frozen_Pizza,Coffee,Chicken,Cream
T002979 Bread,Toothpaste,Cookies,Frozen_Pizza,Yogurt
T002980 Frozen_Vegetables,Detergent,Crackers
T002981 Chocolate_Syrup,Ice_Cream,Cheese,Detergent,Deodorant
T002982 Frozen_Vegetables,Water,Shampoo,Deodorant
T002983 Tea,Pork,Coffee,Toothpaste,Ice_Cream
T002984 Frozen_Vegetables,Tomatoes
T002985 Deodorant,Tomatoes,Fish,Beef,Nuts
T002986 Peanut_Butter,Bread,Croissants,Soap,Water,Frozen_Vegetables,Cookies
T002987 Toothpaste,Frozen_Pizza,Butter
T002988 Apples,Donuts
T002989 Beef,Milk,Ice_Cream,Soda
T002990 Dip,Soda,Juice,Frozen_Pizza,Soap,Cream,Ice_Cream
T002991 Oranges,Coffee
T002992 Vegetables,Rice,Frozen_Pizza,Cream
T002993 Pasta,Cheese,Butter,Tea
T002994 Oranges,Chicken,Donuts,Frozen_Dinners,Fish,Cream,Shampoo
T002995 Toothpaste,Chips
T002996 Nuts,Paper_Towels,Juice,Bagels,Chicken,Donuts
T002997 Lettuce,Tomatoes,Beef,Coffee,Frozen_Vegetables,Fish,Nuts,Butter
T002998 Bread,Milk,Donuts,Soda,Shampoo,Frozen_Pizza,Deodorant
T002999 Bread,Milk,Trash_Bags,Detergent,Tea,Frozen_Vegetables,Croissants,Fish,Water
T003000 Milk,Cereal,Yogurt,Frozen_Pizza,Bananas,Deodorant,Beef,Croissants,Detergent
T003001 Cheese,Detergent
T003002 Deodorant,Yogurt
T003003 Lettuce,Tomatoes,Toothpaste,Fish,Frozen_Vegetables
T003004 Bananas,Soda,Butter
T003005 Tomato_Sauce,Pasta,Nuts,Chicken,Cheese,Tomatoes,Frozen_Pizza
T003006 Hamburger_Buns,Lettuce,Beef,Juice,Soap,Ice_Cream,Frozen_Vegetables,Soda,Chocolate,Donuts,Detergent
T003007 Salsa,Beer,Paper_Towels,Butter,Deodorant,Muffins,Ice_Cream,Chicken,Milk,Shampoo
T003008 Trash_Bags,Nuts
T003009 Whipped_Cream,Ice_Cream,Bread,Water,Cheese,Soda,Donuts
T003010 Lettuce,Dish_Soap
T003011 Bagels,Frozen_Vegetables,Cream,Coffee
T003012 Ice_Cream,Water,Croissants,Nuts,Lettuce,Juice
T003013 Dish_Soap,Frozen_Dinners,Trash_Bags,Juice,Tea,Water
T003014 Frozen_Pizza,Trash_Bags,Chicken,Tomatoes,Croissants,Turkey
T003015 Apples,Detergent,Soap,Juice,Muffins,Milk,Bananas,Soda
T003016 Jelly,Peanut_Butter,Frozen_Vegetables,Coffee,Cheese,Lettuce,Bananas
T003017 Soda,Deodorant,Cheese,Donuts
T003018 Paper_Towels,Detergent,Chicken,Yogurt,Juice,Milk
T003019 Bread,Frozen_Vegetables,Crackers,Juice,Frozen_Pizza,Croissants,Paper_Towels,Soap
T003020 Apples,Tea,Pork,Bananas,Chicken
T003021 Dish_Soap,Frozen_Pizza,Bread,Donuts,Soda,Bananas,Toothpaste,Cheese
T003022 Shampoo,Cream
T003023 Butter,Soda,Turkey,Yogurt,Ice_Cream,Detergent,Tea,Dish_Soap
T003024 Juice,Apples,Butter,Bagels,Croissants,Shampoo
T003025 Butter,Toothpaste,Bananas
T003026 Bread,Butter,Croissants,Frozen_Pizza,Fish,Frozen_Dinners,Coffee,Chicken
T003027 Milk,Bread,Tomatoes,Oranges,Trash_Bags,Crackers
T003028 Shampoo,Chicken,Muffins
T003029 Lettuce,Water,Cream,Donuts,Beef,Frozen_Dinners,Croissants
T003030 Fish,Bread,Chicken
T003031 Hamburger_Buns,Lettuce,Apples,Muffins,Nuts,Frozen_Vegetables,Yogurt,Water
T003032 Tomato_Sauce,Pasta,Dish_Soap,Ice_Cream,Apples,Paper_Towels
T003033 Pasta,Cheese,Detergent,Apples,Butter,Bagels,Trash_Bags,Chips,Donuts
T003034 Chocolate,Frozen_Vegetables,Frozen_Pizza,Shampoo
T003035 Lettuce,Cream
T003036 Beef,Lettuce,Tomatoes,Frozen_Pizza,Soap,Milk,Chips,Coffee
T003037 Water,Lettuce,Dish_Soap
T003038 Tea,Apples
T003039 Deodorant,Frozen_Vegetables
T003040 Pork,Shampoo,Yogurt,Frozen_Vegetables,Turkey
T003041 Chicken,Rice,Dish_Soap,Muffins,Crackers,Donuts,Yogurt
T003042 Muffins,Soap
T003043 Chips,Fish
T003044 Ice_Cream,Chocolate_Syrup,Turkey,Trash_Bags,Chicken,Crackers,Toothpaste
T003045 Lettuce,Chips
T003046 Cheese,Pasta,Oranges,Dish_Soap,Bagels
T003047 Chocolate,Turkey,Yogurt,Tea
T003048 Donuts,Juice,Turkey,Yogurt,Muffins
T003049 Frozen_Pizza,Bananas
T003050 Fish,Muffins,Beef,Bananas,Toothpaste
T003051 Cereal,Bananas,Chocolate,Milk,Frozen_Vegetables
T003052 Milk,Trash_Bags,Cheese,Donuts,Dish_Soap
T003053 Bread,Milk,Apples,Frozen_Pizza,Nuts,Water,Lettuce
T003054 Cream,Frozen_Pizza,Cheese,Soap
T003055 Milk,Bananas,Yogurt,Frozen_Dinners,Cheese,Bread,Cream,Bagels,Donuts,Soap
T003056 Frozen_Pizza,Donuts,Shampoo,Detergent,Chocolate,Nuts
T003057 Hamburger_Buns,Beef,Lettuce,Donuts,Muffins,Paper_Towels
T003058 Soap,Cheese
T003059 Beef,Ice_Cream,Pork,Fish
T003060 Oranges,Cream,Deodorant,Juice
T003061 Dish_Soap,Soda,Detergent,Ice_Cream,Beef,Tea
T003062 Cheese,Soap,Soda,Deodorant,Tomatoes,Crackers,Chocolate
T003063 Apples,Trash_Bags,Frozen_Dinners
T003064 Soda,Chocolate,Oranges
T003065 Dish_Soap,Turkey
T003066 Chocolate,Bread,Croissants
T003067 Butter,Bread,Dish_Soap,Paper_Towels,Bagels
T003068 Soap,Tomatoes,Chocolate,Shampoo
T003069 Ice_Cream,Chocolate,Apples,Fish,Cheese,Shampoo,Oranges,Detergent
T003070 Coffee,Sugar,Juice,Deodorant,Apples
T003071 Bread,Juice,Dish_Soap,Trash_Bags,Chocolate,Deodorant
T003072 Ice_Cream,Chips,Oranges
T003073 Croissants,Cream,Bagels,Frozen_Dinners,Water,Cheese
T003074 Donuts,Pork
T003075 Pork,Ice_Cream,Croissants,Trash_Bags,Dish_Soap,Chicken,Turkey,Donuts
T003076 Milk,Cereal,Crackers,Frozen_Vegetables
T003077 Beef,Lettuce
T003078 Milk,Bananas,Donuts,Ice_Cream,Yogurt,Tomatoes,Cookies,Deodorant,Cream
T003079 Tea,Detergent,Cream,Chicken
T003080 Frozen_Dinners,Coffee,Croissants,Milk,Frozen_Pizza,Soda,Turkey
T003081 Cookies,Soda,Paper_Towels,Pork,Nuts
T003082 Frozen_Vegetables,Water,Chips,Chocolate,Donuts,Trash_Bags
T003083 Bread,Peanut_Butter,Soap,Deodorant,Chocolate
T003084 Detergent,Bread,Donuts,Apples,Lettuce,Water
T003085 Frozen_Vegetables,Soap,Paper_Towels,Oranges,Fish,Milk
T003086 Cheese,Tomato_Sauce,Ice_Cream,Beef,Detergent
T003087 Shampoo,Donuts
T003088 Bread,Juice,Frozen_Pizza,Tea,Toothpaste
T003089 Coffee,Cream,Frozen_Dinners,Muffins
T003090 Soap,Donuts,Ice_Cream,Cheese
T003091 Coffee,Croissants,Butter,Chicken,Oranges,Lettuce,Trash_Bags
T003092 Crackers,Oranges,Tomatoes,Cookies
T003093 Oranges,Soda,Frozen_Vegetables,Croissants,Lettuce,Tomatoes
T003094 Cream,Tea,Shampoo,Toothpaste
T003095 Chicken,Vegetables,Ice_Cream,Chocolate
T003096 Beef,Lettuce,Tomatoes,Cream,Pork
T003097 Butter,Ice_Cream
T003098 Beef,Bread,Frozen_Dinners,Frozen_Pizza,Lettuce
T003099 Ice_Cream,Whipped_Cream,Tomatoes,Pork,Trash_Bags,Apples,Deodorant,Soda
T003100 Beef,Frozen_Pizza,Detergent,Bagels,Cream,Nuts
T003101 Paper_Towels,Frozen_Vegetables,Trash_Bags,Frozen_Dinners
T003102 Ice_Cream,Crackers,Deodorant,Toothpaste,Oranges,Beef
T003103 Dish_Soap,Butter,Cookies,Frozen_Dinners,Pork,Donuts,Frozen_Vegetables
T003104 Butter,Oranges,Detergent,Frozen_Pizza,Muffins
T003105 Muffins,Turkey,Yogurt,Bananas,Tea,Deodorant,Cream,Bagels
T003106 Soap,Toothpaste,Donuts,Trash_Bags,Ice_Cream,Muffins,Dish_Soap
T003107 Chips,Frozen_Pizza,Ice_Cream,Toothpaste,Bananas,Butter,Tomatoes,Crackers
T003108 Bread,Cookies,Shampoo,Toothpaste,Beef,Detergent,Turkey
T003109 Salsa,Chips,Bananas,Soap,Croissants,Ice_Cream
T003110 Paper_Towels,Trash_Bags,Nuts,Soap,Cookies,Tomatoes
T003111 Cheese,Frozen_Dinners,Shampoo,Frozen_Pizza,Fish
T003112 Crackers,Beef,Soap,Soda,Nuts
T003113 Bread,Chicken,Coffee
T003114 Soda,Dip,Oranges,Chicken,Tea
T003115 Rice,Vegetables,Donuts,Crackers,Pork,Chicken
T003116 Beef,Chicken,Yogurt,Bagels,Soap,Bread,Turkey
T003117 Vegetables,Chicken,Beef,Water
T003118 Apples,Cookies,Tomatoes,Coffee,Bread,Chocolate
T003119 Cream,Frozen_Vegetables
T003120 Toothpaste,Croissants,Frozen_Dinners,Chips,Paper_Towels,Dish_Soap,Butter
T003121 Beef,Croissants
T003122 Bagels,Apples
T003123 Turkey,Lettuce,Cream,Frozen_Vegetables,Yogurt,Frozen_Pizza
T003124 Butter,Milk,Apples,Chips,Deodorant,Lettuce
T003125 Detergent,Chicken,Butter,Dish_Soap,Ice_Cream,Croissants
T003126 Lettuce,Tomatoes,Beef,Frozen_Pizza,Soda,Milk,Bread
T003127 Paper_Towels,Frozen_Pizza,Bagels
T003128 Pork,Bread,Beef
T003129 Dish_Soap,Apples,Water,Milk,Muffins,Cream,Ice_Cream,Frozen_Pizza
T003130 Jelly,Peanut_Butter,Toothpaste,Chips,Oranges
T003131 Shampoo,Cheese,Cream,Oranges
T003132 Turkey,Paper_Towels,Cheese,Tomatoes,Lettuce,Trash_Bags,Fish,Ice_Cream
T003133 Tomatoes,Turkey,Frozen_Dinners,Yogurt
T003134 Trash_Bags,Chips,Chicken,Pork,Butter,Croissants,Lettuce,Soap
T003135 Ice_Cream,Muffins,Tomatoes,Coffee,Shampoo,Trash_Bags,Bagels,Cookies
T003136 Nuts,Dish_Soap,Ice_Cream,Bananas
T003137 Salsa,Chips,Pork,Tea,Frozen_Pizza,Frozen_Vegetables,Chocolate
T003138 Bagels,Detergent
T003139 Muffins,Ice_Cream,Lettuce,Oranges,Tomatoes,Dish_Soap
T003140 Donuts,Coffee
T003141 Trash_Bags,Juice,Pork
T003142 Paper_Towels,Juice
T003143 Donuts,Milk,Detergent,Frozen_Vegetables,Fish
T003144 Detergent,Bagels,Frozen_Vegetables,Deodorant,Soap
T003145 Croissants,Chocolate,Trash_Bags
T003146 Soda,Chips,Oranges,Paper_Towels,Butter,Dish_Soap,Croissants,Frozen_Pizza,Tomatoes
T003147 Chocolate_Syrup,Ice_Cream,Donuts,Muffins,Trash_Bags,Juice
T003148 Ice_Cream,Cheese,Bananas,Frozen_Vegetables,Toothpaste,Tea,Shampoo
T003149 Sugar,Cream,Soap,Coffee,Turkey,Water,Cookies,Frozen_Pizza,Juice
T003150 Sugar,Coffee,Toothpaste,Detergent,Lettuce,Beef,Deodorant,Cheese,Paper_Towels
T003151 Bagels,Nuts,Paper_Towels,Butter,Water,Trash_Bags
T003152 Soda,Fish,Shampoo,Detergent
T003153 Soda,Dip,Ice_Cream,Frozen_Pizza,Juice,Soap
T003154 Hamburger_Buns,Beef,Tomatoes,Fish,Coffee,Frozen_Pizza,Shampoo,Yogurt
T003155 Oranges,Cheese,Frozen_Vegetables,Soda,Deodorant,Water,Crackers
T003156 Dish_Soap,Cookies,Soap,Bread,Bagels,Apples,Oranges
T003157 Croissants,Trash_Bags,Bread
T003158 Fish,Nuts,Crackers,Toothpaste
T003159 Yogurt,Lettuce,Butter,Dish_Soap,Fish,Chicken,Chocolate
T003160 Beef,Hamburger_Buns,Lettuce,Milk,Nuts
T003161 Beef,Milk,Pork,Chips
T003162 Frozen_Pizza,Pork,Shampoo,Frozen_Vegetables,Soap,Toothpaste,Cookies
T003163 Crackers,Frozen_Vegetables,Coffee
T003164 Tomatoes,Chocolate
T003165 Butter,Toothpaste,Milk,Apples,Beef,Tomatoes
T003166 Crackers,Frozen_Dinners
T003167 Milk,Pork,Frozen_Vegetables
T003168 Beef,Lettuce,Detergent,Tea,Chips,Yogurt,Tomatoes
T003169 Cream,Sugar,Frozen_Vegetables,Deodorant,Fish,Paper_Towels,Coffee,Yogurt,Toothpaste,Tomatoes
T003170 Bananas,Deodorant,Cheese,Toothpaste,Chicken,Donuts
T003171 Frozen_Pizza,Shampoo,Water
T003172 Water,Chips,Fish
T003173 Turkey,Oranges
T003174 Milk,Butter,Soap,Juice,Yogurt,Bagels
T003175 Bagels,Bananas,Cream,Shampoo,Nuts,Cheese
T003176 Water,Cheese,Butter,Oranges,Ice_Cream,Turkey,Crackers
T003177 Muffins,Water,Frozen_Vegetables,Juice,Oranges
T003178 Coffee,Sugar,Butter,Crackers,Cookies,Pork,Chicken,Donuts
T003179 Cereal,Milk,Oranges,Lettuce,Butter,Croissants,Shampoo,Fish
T003180 Crackers,Juice,Bananas,Frozen_Vegetables,Nuts
T003181 Chicken,Bananas,Frozen_Dinners,Chocolate
T003182 Cookies,Bread,Milk,Tea,Butter,Detergent
T003183 Coffee,Cream,Fish,Frozen_Dinners,Soap,Bread,Frozen_Vegetables,Juice,Beef,Chocolate
T003184 Coffee,Trash_Bags,Bananas,Soap,Chips,Chicken,Milk
T003185 Nuts,Soap,Cream
T003186 Chocolate,Toothpaste,Fish,Cookies,Chicken,Frozen_Pizza
T003187 Soda,Dip,Yogurt,Trash_Bags,Milk,Butter,Soap,Frozen_Dinners,Shampoo,Frozen_Pizza
T003188 Deodorant,Soda,Paper_Towels,Beef,Pork,Tea
T003189 Oranges,Cookies,Dish_Soap,Trash_Bags,Juice,Fish
T003190 Chips,Salsa,Chocolate,Shampoo
T003191 Juice,Detergent,Cheese,Soap,Frozen_Pizza,Apples,Shampoo
T003192 Donuts,Frozen_Vegetables,Crackers
T003193 Juice,Oranges,Milk,Dish_Soap,Butter,Fish
T003194 Dish_Soap,Frozen_Vegetables,Soda,Frozen_Dinners,Milk,Trash_Bags,Beef,Juice
T003195 Vegetables,Rice,Croissants,Donuts,Turkey,Bananas
T003196 Toothpaste,Bagels,Dish_Soap,Frozen_Pizza
T003197 Shampoo,Tomatoes,Chocolate,Croissants,Cookies,Fish,Frozen_Vegetables
T003198 Rice,Vegetables,Bagels,Juice,Frozen_Dinners,Toothpaste,Frozen_Pizza
T003199 Paper_Towels,Water,Juice
T003200 Nuts,Crackers,Coffee,Beef
T003201 Rice,Chicken,Nuts,Detergent,Trash_Bags,Paper_Towels,Butter
T003202 Cream,Milk,Muffins,Soap,Deodorant,Frozen_Pizza
T003203 Salsa,Chips,Tea,Bread,Juice
T003204 Pork,Chips,Bread,Soda,Ice_Cream,Frozen_Pizza
T003205 Pork,Croissants,Shampoo,Tea
T003206 Nuts,Dish_Soap,Cheese,Frozen_Vegetables,Pork,Oranges,Trash_Bags
T003207 Chips,Tomatoes,Donuts,Cookies,Lettuce,Trash_Bags,Coffee,Yogurt
T003208 Frozen_Vegetables,Cream,Apples
T003209 Fish,Chocolate,Dish_Soap,Cookies
T003210 Yogurt,Frozen_Dinners,Dish_Soap
T003211 Ice_Cream,Whipped_Cream,Frozen_Vegetables,Bagels,Tomatoes,Frozen_Pizza
T003212 Coffee,Apples
T003213 Frozen_Dinners,Deodorant,Detergent,Crackers,Ice_Cream,Coffee,Frozen_Pizza
T003214 Detergent,Tomatoes,Chicken,Paper_Towels,Dish_Soap,Coffee,Soap,Frozen_Vegetables
T003215 Cheese,Pasta,Chocolate,Pork
T003216 Cream,Coffee,Detergent,Nuts
T003217 Lettuce,Shampoo,Frozen_Vegetables
T003218 Bread,Oranges
T003219 Jelly,Peanut_Butter,Paper_Towels,Ice_Cream,Fish
T003220 Soap,Milk,Detergent,Chocolate,Bagels,Frozen_Dinners,Croissants
T003221 Chocolate_Syrup,Whipped_Cream,Water,Detergent,Turkey,Dish_Soap,Milk,Cookies
T003222 Butter,Bread,Bagels,Donuts,Nuts,Cheese
T003223 Chips,Frozen_Vegetables,Detergent,Oranges,Deodorant,Pork,Water
T003224 Milk,Bread,Cheese,Croissants,Coffee,Deodorant,Frozen_Vegetables,Water
T003225 Deodorant,Frozen_Vegetables,Butter,Beef,Muffins,Apples
T003226 Hamburger_Buns,Lettuce,Beef,Bagels,Water,Deodorant,Frozen_Vegetables,Pork,Donuts,Toothpaste,Cheese
T003227 Bread,Water,Frozen_Pizza,Coffee,Frozen_Dinners,Tea,Deodorant
T003228 Lettuce,Beef,Hamburger_Buns,Croissants,Tomatoes
T003229 Detergent,Trash_Bags,Ice_Cream
T003230 Bread,Milk,Dish_Soap,Deodorant
T003231 Cheese,Cream,Chips,Lettuce,Coffee,Dish_Soap,Frozen_Vegetables
T003232 Dish_Soap,Paper_Towels,Bananas,Fish,Turkey,Donuts,Nuts
T003233 Nuts,Muffins,Chicken,Turkey,Detergent,Dish_Soap,Fish
T003234 Milk,Fish,Toothpaste,Soda,Soap
T003235 Donuts,Cream,Oranges,Chips,Tea,Frozen_Vegetables,Juice,Apples
T003236 Whipped_Cream,Chocolate_Syrup,Nuts,Juice,Shampoo,Soda,Bananas,Lettuce
T003237 Muffins,Bagels,Trash_Bags,Toothpaste,Cheese
T003238 Cream,Juice,Fish,Frozen_Vegetables,Lettuce,Bananas,Donuts,Chicken
T003239 Lettuce,Pork
T003240 Frozen_Pizza,Water,Frozen_Dinners,Trash_Bags,Deodorant
T003241 Chocolate_Syrup,Ice_Cream,Milk,Tea,Crackers,Oranges,Yogurt
T003242 Tomatoes,Frozen_Pizza,Turkey,Trash_Bags,Cheese,Chocolate,Cream,Paper_Towels
T003243 Coffee,Sugar,Cookies,Oranges,Paper_Towels,Yogurt,Turkey,Bagels
T003244 Donuts,Shampoo,Crackers,Ice_Cream
T003245 Chicken,Dish_Soap,Cookies,Fish,Chips,Beef,Frozen_Dinners,Chocolate
T003246 Paper_Towels,Soap,Frozen_Pizza,Lettuce,Deodorant,Trash_Bags
T003247 Tea,Cheese,Crackers,Yogurt
T003248 Turkey,Yogurt,Bread
T003249 Fish,Trash_Bags,Chips,Apples,Soap,Crackers,Muffins
T003250 Trash_Bags,Soda,Bananas,Frozen_Vegetables,Chips
T003251 Dip,Chips,Chocolate,Beef,Tea,Oranges,Soda,Frozen_Vegetables,Soap
T003252 Ice_Cream,Chocolate_Syrup,Tomatoes,Apples,Frozen_Vegetables,Pork
T003253 Milk,Bananas,Shampoo,Nuts,Tomatoes,Donuts
T003254 Juice,Yogurt,Water,Crackers
T003255 Soap,Detergent,Milk
T003256 Chips,Tomatoes,Soda,Water,Frozen_Pizza
T003257 Chips,Beer,Apples,Bread,Deodorant,Croissants,Water,Tea
T003258 Bananas,Deodorant,Croissants,Cookies,Oranges,Nuts,Cream,Trash_Bags
T003259 Paper_Towels,Detergent,Coffee,Dish_Soap,Tea,Toothpaste,Soap
T003260 Crackers,Dish_Soap,Bagels
T003261 Bread,Peanut_Butter,Oranges,Milk,Coffee,Apples,Toothpaste
T003262 Oranges,Chicken,Frozen_Vegetables,Cookies
T003263 Chocolate_Syrup,Ice_Cream,Cookies,Muffins
T003264 Donuts,Dish_Soap,Ice_Cream,Apples,Bananas,Fish,Chicken
T003265 Muffins,Soap,Butter,Chicken,Tomatoes,Bread
T003266 Milk,Cereal,Chicken,Deodorant,Muffins,Trash_Bags,Coffee,Detergent,Ice_Cream,Cheese
T003267 Sugar,Cream,Bananas,Cookies
T003268 Fish,Croissants,Ice_Cream
T003269 Deodorant,Frozen_Pizza,Butter,Tea,Cookies,Ice_Cream
T003270 Paper_Towels,Soda,Cookies
T003271 Frozen_Pizza,Crackers,Ice_Cream,Chips,Milk,Croissants,Coffee
T003272 Butter,Bread,Shampoo,Crackers
T003273 Butter,Coffee,Crackers,Soda
T003274 Cheese,Pasta,Apples,Toothpaste,Dish_Soap,Bread,Soap,Frozen_Vegetables
T003275 Apples,Fish
T003276 Pasta,Cheese,Chicken,Donuts
T003277 Milk,Tomatoes
T003278 Nuts,Frozen_Dinners
T003279 Bread,Peanut_Butter,Bagels,Muffins,Nuts,Tomatoes,Toothpaste
T003280 Cheese,Tomato_Sauce,Butter,Bread,Dish_Soap,Water
T003281 Cream,Sugar,Tomatoes,Bagels,Apples,Ice_Cream,Donuts
T003282 Butter,Bananas,Fish,Chips,Frozen_Vegetables
T003283 Paper_Towels,Ice_Cream,Muffins,Soap,Fish,Donuts
T003284 Crackers,Chips,Muffins,Pork,Shampoo,Water,Detergent
T003285 Dish_Soap,Detergent,Beef,Frozen_Vegetables,Ice_Cream,Cream,Milk
T003286 Chips,Chocolate,Nuts,Turkey
T003287 Tea,Donuts
T003288 Chicken,Bananas,Tea,Detergent
T003289 Vegetables,Rice,Water,Juice,Bananas,Soap,Butter,Dish_Soap
T003290 Donuts,Lettuce,Fish
T003291 Cheese,Croissants,Soda
T003292 Hamburger_Buns,Beef,Tomatoes,Chicken,Coffee,Juice,Pork,Chocolate,Crackers,Cream
T003293 Soda,Yogurt,Paper_Towels,Frozen_Dinners,Deodorant
T003294 Butter,Milk,Frozen_Dinners,Chicken,Bread
T003295 Ice_Cream,Croissants,Cheese,Chips,Cookies,Tomatoes
T003296 Crackers,Muffins,Pork,Ice_Cream,Cream,Yogurt
T003297 Ice_Cream,Chicken,Juice,Frozen_Pizza,Chips
T003298 Jelly,Bread,Bagels,Donuts,Paper_Towels,Frozen_Dinners,Frozen_Vegetables,Dish_Soap,Juice
T003299 Paper_Towels,Ice_Cream,Dish_Soap,Cookies,Tomatoes,Bagels,Apples
T003300 Paper_Towels,Beef,Dish_Soap,Donuts,Frozen_Dinners
T003301 Trash_Bags,Toothpaste,Bananas,Cheese,Deodorant
T003302 Beef,Croissants,Paper_Towels,Bagels,Ice_Cream,Apples
T003303 Nuts,Cookies,Crackers,Oranges,Ice_Cream,Milk
T003304 Bread,Butter,Detergent,Bagels,Frozen_Pizza,Cookies,Crackers,Juice,Coffee
T003305 Muffins,Frozen_Dinners,Fish,Bananas,Ice_Cream,Bread,Tomatoes
T003306 Bananas,Butter,Soap,Oranges,Trash_Bags,Chocolate
T003307 Chocolate,Coffee,Cream,Lettuce,Toothpaste,Ice_Cream,Shampoo,Tea
T003308 Milk,Water,Chips
T003309 Soap,Turkey,Trash_Bags,Chicken,Frozen_Pizza,Tomatoes,Pork
T003310 Chicken,Water
T003311 Lettuce,Croissants,Oranges,Bananas,Butter,Nuts
T003312 Bread,Peanut_Butter,Apples,Frozen_Pizza,Soda,Chicken,Milk,Frozen_Vegetables,Muffins
T003313 Nuts,Shampoo,Bagels,Pork,Tea,Toothpaste,Soda,Paper_Towels
T003314 Whipped_Cream,Ice_Cream,Frozen_Vegetables,Deodorant,Pork,Yogurt,Donuts,Soda,Water,Muffins
T003315 Bread,Jelly,Nuts,Muffins,Water,Ice_Cream
T003316 Cheese,Frozen_Pizza
T003317 Croissants,Cheese,Trash_Bags,Yogurt,Bagels,Dish_Soap,Shampoo
T003318 Rice,Chicken,Ice_Cream,Frozen_Pizza,Soda
T003319 Lettuce,Cream,Deodorant,Apples,Chocolate
T003320 Milk,Bananas,Ice_Cream,Beef
T003321 Milk,Bananas,Cheese,Yogurt,Beef,Dish_Soap,Soap,Chocolate,Trash_Bags
T003322 Muffins,Apples
T003323 Bananas,Muffins,Tomatoes
T003324 Fish,Chocolate,Cookies,Paper_Towels,Pork
T003325 Pasta,Tomato_Sauce,Nuts,Toothpaste,Bagels,Cookies,Beef,Crackers,Muffins
T003326 Butter,Muffins
T003327 Yogurt,Shampoo,Deodorant
T003328 Milk,Cereal,Ice_Cream,Detergent
T003329 Deodorant,Shampoo,Chips,Yogurt
T003330 Tomatoes,Ice_Cream,Butter,Soda,Detergent,Trash_Bags
